scene_file_name,question,answer,answer_pred,time,distance
2azQ1b91cZZ,"How many distinct bedrooms are on the ground floor? Answer with one option from [0, 1, 2, 3, 4, 5, 6, 7+], e.g., 0",2,0.,5.2775633335113525,10.22185866405566
2azQ1b91cZZ,"Count the number of rooms that contain a fireplace. Answer with the format 'LIVING_ROOMS: X, FAMILY_ROOMS: Y, BEDROOMS: Z, OTHER_ROOMS: W' where X, Y, Z, and W are integers. Choose from: LIVING_ROOMS: [0, 1, 2, 3, 4+], FAMILY_ROOMS: [0, 1, 2, 3, 4+], BEDROOMS: [0, 1, 2, 3, 4+], OTHER_ROOMS: [0, 1, 2, 3, 4+], e.g., LIVING_ROOMS: 0, FAMILY_ROOMS: 0, BEDROOMS: 0, OTHER_ROOMS: 0","LIVING_ROOMS: 1, FAMILY_ROOMS: 2, BEDROOMS: 0, OTHER_ROOMS: 0","LIVING_ROOMS: 0, FAMILY_ROOMS: 0, BEDROOMS: 0, OTHER_ROOMS: 0",14.835516929626465,27.23367795414925
2azQ1b91cZZ,"What are the primary flooring materials seen on the main floor of the house? List all materials that apply, separated by commas. Choose from [terracotta tile, hardwood, wall-to-wall carpet, polished concrete, marble tile, slate tile, laminate, vinyl plank, bamboo], e.g., terracotta tile","MATERIALS: terracotta tile, hardwood",terracotta tile,8.510612964630127,15.56196543365685
2azQ1b91cZZ,"Where is the pool table located? Answer with the format 'room, position, nearby object' separated by commas. Choose one from each category: ROOM: [living room, dining room, kitchen, game room, basement, office, master bedroom, outdoor patio], POSITION: [center of room, against back wall, near main entrance, in a corner, next to fireplace, adjacent to kitchen, through glass doors, on a balcony], NEARBY_OBJECT: [fireplace, dining table, sofa, kitchen island, built-in bar, card table, large windows, staircase], e.g., ROOM: living room, POSITION: center of room, NEARBY_OBJECT: fireplace","ROOM: game room, POSITION: center of room, NEARBY_OBJECT: large windows","living room, against back wall, near main entrance",37.62204098701477,72.73861615618634
2azQ1b91cZZ,"Describe the properties of the freestanding bathtub. Answer with the format 'object, color, material, shape' separated by commas. Choose one from each category: OBJECT: [standard tub, clawfoot tub, freestanding tub, corner tub, jacuzzi tub, walk-in tub, soaking tub, wooden tub], COLOR: [white, black, gray, silver, gold, copper, bronze, stone, blue, green], MATERIAL: [porcelain, acrylic, fiberglass, stone, wood, metal, cast iron, ceramic], SHAPE: [rectangular, square, circular, oval, irregular, slipper, corner-fit, D-shaped], e.g., OBJECT: standard tub, COLOR: white, MATERIAL: porcelain, SHAPE: rectangular","OBJECT: freestanding tub, COLOR: copper, MATERIAL: metal, SHAPE: oval","object: copper, color: brown, material: metal, shape: irregular",9.8085036277771,19.2499948707885
2azQ1b91cZZ,"What is the seating capacity of the formal dining room table? Answer with one option from [1-seat, 2-seat, 3-seat, 4-seat, 5-seat, 6-seat, 7-seat, 8-seat, 9-seat, 10-seat], e.g., 1-seat",10-seat,1-seat,8.307042121887207,20.25000046452451
2azQ1b91cZZ,"What types of storage are available in the office with the built-in wooden shelving? List all types that apply, separated by commas. Choose from [open shelving, closed cabinets, drawers, hanging storage, file cabinets, glass-front cabinets, floating shelves, wine rack, none], e.g., open shelving","STORAGE_TYPES: open shelving, closed cabinets",open shelving,4.056859970092773,8.999992248184128
2azQ1b91cZZ,"Which area of the house contains a large, round, wall-mounted clock in an alcove across from a large, framed mirror on a curved wall? Answer with one option from [foyer, living room, dining room, master bedroom, kitchen, game room, hallway nook, office], e.g., foyer",hallway nook,living room,7.126384019851685,17.4311035541362
2azQ1b91cZZ,"What is the spatial relationship between the wood-paneled office and the main foyer with the circular floor mosaic? Answer with the format 'object1, relation, object2' separated by commas. Choose one from each category: OBJECT1: [office, living room, dining room, kitchen, master bedroom, closet, garage, wine cellar], RELATION: [across the hall from, at the top of the stairs from, down a long corridor from, directly accessible through an archway from, behind a hidden door from, on the opposite side of the house from, next to the kitchen relative to, separated by the living room from], OBJECT2: [foyer, kitchen, staircase, living room, dining room, back door, front door, basement stairs], e.g., OBJECT1: office, RELATION: across the hall from, OBJECT2: foyer","OBJECT1: office, RELATION: directly accessible through an archway from, OBJECT2: foyer","office, across the hall from, foyer",14.290313482284546,29.749987867242737
2azQ1b91cZZ,"What is the most optimal sequence of areas one passes through to get from the main entrance foyer to the laundry room? Answer with the format 'start -> intermediate -> end'. Choose one from each category: START: [foyer, living room, kitchen, garage, dining room, office, patio], INTERMEDIATE: [hallway past kitchen, living room, dining room, staircase, office, basement, library, game room], END: [laundry room, powder room, master bathroom, walk-in closet, pantry, mudroom, garage, guest bedroom], e.g., START: dining room, INTERMEDIATE: staircase, END: guest bedroom","START: foyer, INTERMEDIATE: hallway past kitchen, END: laundry room",START -> INTERMEDIATE -> END,12.326691150665283,26.959817173685316
