scene_file_name,question,answer,answer_pred,time,distance
ARNzJeq3xxb,"How many bedrooms are in the house? Answer with one option from [0, 1, 2, 3, 4, 5, 6, 7+], e.g., 0",3,0,4.133420944213867,8.756763121073352
ARNzJeq3xxb,"Count the number of different types of seating furniture in the large open-plan area containing the kitchen, dining table, and family room. Answer with the format 'sofas: X, armchairs: Y, dining_chairs: Z, bar_stools: W'. Choose from: SOFAS: [0, 1, 2, 3, 4+] ARMCHAIRS: [0, 1, 2, 3, 4, 5, 6+] DINING_CHAIRS: [0, 2, 3, 4, 5, 6, 8, 10+] BAR_STOOLS: [0, 1, 2, 3, 4, 5, 6+] Example: SOFAS: 0, ARMCHAIRS: 0, DINING_CHAIRS: 0, BAR_STOOLS: 0","SOFAS: 1, ARMCHAIRS: 2, DINING_CHAIRS: 6, BAR_STOOLS: 3","SOFAS: 0, ARMCHAIRS: 0, DINING\_CHAIRS: 0, BAR\_STOOLS: 0",1.8878159523010254,5.194995857301369e-07
ARNzJeq3xxb,"How many chairs are arranged around the circular dining table in the main dining area? Answer with one option from [2, 3, 4, 5, 6, 7, 8, 9, 10+], e.g., 2",6,0.,3.54946231842041,4.500099649613009
ARNzJeq3xxb,"Where is the brick-and-metal fireplace located? Answer with the format 'room, position, nearby_object' separated by commas. Choose from: ROOM: [main living room, family room, master bedroom, office, dining room, kitchen, hallway, entryway] POSITION: [center of wall, left wall, right wall, corner, near window, near main door, built-in to cabinet, freestanding] NEARBY_OBJECT: [sofa, white armchairs, dining table, kitchen island, bed, desk, bookshelf, none] Example: ROOM: main living room, POSITION: center of wall, NEARBY_OBJECT: sofa","ROOM: main living room, POSITION: center of wall, NEARBY_OBJECT: white armchairs",,184.0511531829834,21.64204642824571
ARNzJeq3xxb,"Describe the properties of the large area rug in the family room with the TV on the wood-paneled wall. Answer with the format 'object, color, material, shape' separated by commas. Choose from: OBJECT: [area rug, runner, door mat, throw blanket, wall tapestry, curtains, towel, tablecloth] COLOR: [black and white, grey and blue, brown and beige, red and orange, green and yellow, purple and pink, multicolored, solid black] MATERIAL: [fabric, wool, jute, plastic, leather, fur, rubber, wicker] SHAPE: [rectangular, square, circular, oval, hexagonal pattern, striped pattern, floral pattern, solid color] Example: OBJECT: area rug, COLOR: black and white, MATERIAL: fabric, SHAPE: rectangular","OBJECT: area rug, COLOR: black and white, MATERIAL: fabric, SHAPE: hexagonal pattern","area rug, black and white, fabric, rectangular",8.859161853790283,14.866598954384433
ARNzJeq3xxb,"What functional features are available in the laundry room? List all items that apply, separated by commas. Choose from: APPLIANCES: [washing machine, clothes dryer, dishwasher, ironing press, steamer, refrigerator, none] UTILITIES: [utility sink, countertop for folding, overhead cabinets, floor drain, broom closet, none] STORAGE_DRYING: [wall-mounted drying rack, built-in shelving, drawers, hanging rod, clothesline, none] Example: APPLIANCES: washing machine, UTILITIES: utility sink, STORAGE_DRYING: wall-mounted drying rack","APPLIANCES: washing machine, clothes dryer, UTILITIES: utility sink, countertop for folding, overhead cabinets, STORAGE_DRYING: wall-mounted drying rack","UTILITIES: utility sink, countertop for folding, overhead cabinets, floor drain, broom closet, none",6.749349594116211,11.800593605225192
ARNzJeq3xxb,"Describe the most direct path from the first living room (with the fireplace) to the main bathroom (with a bathtub next to a window). Answer with the format 'start -> intermediate -> end'. Choose from: START: [main living room, family room, master bedroom, kitchen, entryway, backyard] INTERMEDIATE: [striped wallpaper hallway, wood floor hallway, kitchen, dining area, office, laundry room, none] END: [main bathroom, master bathroom, powder room, laundry room, bedroom 2, office] Example: START: master bedroom, INTERMEDIATE: none, END: office","START: main living room, INTERMEDIATE: striped wallpaper hallway, END: main bathroom","START: master bedroom, INTERMEDIATE: striped wallpaper hallway, END: main bathroom",29.022185802459717,56.87312224643047
ARNzJeq3xxb,"What is the spatial relationship between the white kitchen island and the circular dining table? Answer with the format 'object1 relation object2'. Choose from: OBJECT1: [kitchen island, dining table, coffee table, sofa, refrigerator, stove, sink, cabinet] RELATION: [in front of, behind, to the left of, to the right of, adjacent to, across from, diagonal from, underneath] OBJECT2: [kitchen island, dining table, sofa, refrigerator, stove, wall, window, door] Example: OBJECT1: kitchen island, RELATION: in front of, OBJECT2: kitchen island","OBJECT1: dining table, RELATION: behind, OBJECT2: kitchen island",,178.28387665748596,4.649244265621746
ARNzJeq3xxb,"What are the primary styles of the two most prominent, large-scale artworks seen in the house (one above a fireplace, one in a long hallway)? Answer with the format 'fireplace_art: style1, hallway_art: style2'. Choose from: FIREPLACE_ART_STYLE: [abstract expressionism, representational/figurative, impressionism, pop art, surrealism, cubism, minimalist, photographic] HALLWAY_ART_STYLE: [abstract expressionism, representational/figurative, landscape, portrait, pop art, geometric, minimalist, photographic] Example: FIREPLACE_ART_STYLE: abstract expressionism, HALLWAY_ART_STYLE: abstract expressionism","FIREPLACE_ART_STYLE: representational/figurative, HALLWAY_ART_STYLE: abstract expressionism","FIREPLACE_ART_STYLE: abstract expressionism, HALLWAY_ART_STYLE: abstract expressionism",8.89880084991455,15.31391568431373
ARNzJeq3xxb,"What major recreational and relaxation amenities are present in the backyard? List all that apply, separated by commas. Choose from: WATER_FEATURES: [swimming pool, hot tub, fountain, pond, waterfall, waterslide, none] SEATING: [lounge chairs, dining set, swing set, hammock, bench, picnic table, none] COOKING: [built-in BBQ, fire pit, pizza oven, smoker, portable grill, none] RECREATION: [tennis court, basketball hoop, trampoline, playground, putting green, none] Example: WATER_FEATURES: swimming pool, SEATING: lounge chairs, COOKING: built-in BBQ, RECREATION: tennis court","WATER_FEATURES: swimming pool, hot tub, SEATING: lounge chairs, dining set, COOKING: built-in BBQ, RECREATION: none",WATER_FEATURES: swimming pool,3.0910093784332275,5.967347243885115
