scene_file_name,question,answer,answer_pred,time,distance
YFuZgdQ5vWj,"How many distinct rooms shown are designed as walk-in closets? Answer with one option from [0, 1, 2, 3, 4, 5, 6, 7+], e.g., 0",2,0,8.565581321716309,18.76298616959767
YFuZgdQ5vWj,"Count the total number of beds and toilets visible throughout the first floor. Answer with the format 'beds: X, toilets: Y'. Choose from: TOTAL_BEDS: [0, 1, 2, 3, 4, 5, 6, 7+], TOTAL_TOILETS: [0, 1, 2, 3, 4, 5, 6, 7+], e.g., TOTAL_BEDS: 0, TOTAL_TOILETS: 0","TOTAL_BEDS: 3, TOTAL_TOILETS: 2","TOTAL_BEDS: 0, TOTAL_TOILETS: 0",9.26503610610962,18.500383870145843
YFuZgdQ5vWj,"Which of the following decorative themes are present in the bedrooms or living spaces shown? List all that apply, separated by commas. Choose from [nautical/coastal, soccer/sports, music/rock & roll, minimalist, industrial, outer space, jungle/safari], e.g., nautical/coastal","THEMES: [soccer/sports, music/rock & roll]",nautical/coastal,18.179612159729004,34.30810794367508
YFuZgdQ5vWj,"Describe the properties of the bedding in the soccer-themed bedroom. Answer with the format 'color, logo, number' separated by commas. Choose one from each category: PRIMARY_COLOR: [blue, gray, white, black, red, green, yellow, orange], TEAM_LOGO: [Manchester United, Liverpool FC, Real Madrid, FC Barcelona, Chelsea FC, Arsenal, Juventus, none], NUMBER_DISPLAYED: [7, 10, 11, 23, 1878, 2022, 1999, none], e.g., PRIMARY_COLOR: blue, TEAM_LOGO: Manchester United, NUMBER_DISPLAYED: 7","PRIMARY_COLOR: gray, TEAM_LOGO: Manchester United, NUMBER_DISPLAYED: 1878","PRIMARY_COLOR: blue, gray, white, black, red, green, yellow, orange;
TEAM_LOGO: Manchester United, Liverpool FC, Real Madrid, FC Barcelona, Chelsea FC, Arsenal, Juventus, none;
NUMBER_DISPLAYED: 7, 10, 11, 23, 1878, 2022, 1999, none.",9.745795011520386,10.631615102858996
YFuZgdQ5vWj,"What is located on the wall directly above the headboard in the first bedroom (the one with the pink pillow)? Answer with one option from [a large single mirror, a set of three framed cartoon ballerinas, a circular metal sculpture, a large abstract painting, a neon sign, a wall-mounted TV, a single shelf with books, two small sconce lights], e.g., a large single mirror",a set of three framed cartoon ballerinas,wall-mounted tv,12.415818214416504,18.962131114146278
YFuZgdQ5vWj,"What is the sink configuration in the hallway bathroom? Answer with one option from [single pedestal sink, single trough sink, single vanity with one sink, double vanity with two sinks, triple vanity with three sinks, two separate pedestal sinks, a corner sink unit, no sinks visible], e.g., single pedestal sink",double vanity with two sinks,single pedestal sink.,1.3014802932739258,0.7503818435879204
YFuZgdQ5vWj,"Where is the 'World Cup Winners' chalkboard sign located? Answer with the format 'room, position, nearby object' separated by commas. Choose one from each category: ROOM: [master bedroom, loft/living area, first bedroom, hallway, soccer bedroom, laundry room, bathroom], POSITION: [on the wall, leaning against a dresser, on a door, inside a closet, on a desk, on the floor], NEARBY_OBJECT: [next to a window, above the headboard, next to a door, across from the TV, beside a desk, over a dresser], e.g., ROOM: master bedroom, POSITION: on the wall, NEARBY_OBJECT: next to a window","ROOM: soccer bedroom, POSITION: on the wall, NEARBY_OBJECT: above the headboard","master bedroom, on the wall, next to a window",2.3877687454223633,2.500001000497141
YFuZgdQ5vWj,"Compare the wall art in the master bedroom to the wall art in the upstairs loft. Answer with the format 'master bedroom: art type, loft: art type'. Choose one from each category: MASTER_BEDROOM_ART: [music posters, abstract paintings, botanical/floral prints, landscape photography, family portraits, geometric patterns, mirrors], LOFT_ART: [music posters, abstract paintings, botanical/floral prints, landscape photography, family portraits, geometric patterns, mirrors], e.g., MASTER_BEDROOM_ART: music posters, LOFT_ART: music posters","MASTER_BEDROOM_ART: botanical/floral prints, LOFT_ART: music posters","master bedroom: music posters, loft: music posters",0.9417753219604492,1.632957794968922e-07
YFuZgdQ5vWj,"Trace the path from the upstairs loft/living area to the room containing the washer and dryer. Answer with the format 'start -> intermediate -> end'. Choose one from each category: START: [soccer bedroom, master bedroom, loft/living area, master bathroom, first bedroom], INTERMEDIATE: [hallway, bathroom, stairs, closet, none], END: [laundry room, master bathroom, closet, shared bathroom, master bedroom], e.g., START: soccer bedroom, INTERMEDIATE: hallway, END: laundry room","START: loft/living area, INTERMEDIATE: hallway, END: laundry room","START: loft/living area, INTERMEDIATE: hallway, END: laundry room",1.3184120655059814,1.632957794968922e-07
YFuZgdQ5vWj,"Based on the furniture and decor, what is the primary function of the room with the gray sectional sofa? Answer with one option from [formal dining room, home office, children's playroom, media/entertainment lounge, guest bedroom, art studio, home gym, library], e.g., formal dining room",media/entertainment lounge,media/entertainment lounge.,3.513587236404419,5.75038184358792
