scene_file_name,question,answer,answer_pred,time,distance
1pXnuDYAj8r,"How many areas to sit are there in the kitchen? Answer with one option from [0, 1, 2, 3, 4, 5, 6, 7, 8+], e.g., 0",3,0,1.1399004459381104,1.5000474257840035
1pXnuDYAj8r,"How many white chairs are placed around the formal dining room table? Answer with one option from [0, 2, 4, 5, 6, 7, 8, 10, 12, 14+], e.g., 0",9,0,2.5367488861083984,4.236205901063812
1pXnuDYAj8r,"What types of seating furniture are present in the family room that is open to the kitchen? List all items that apply, separated by commas. Choose from [sectional sofa, loveseat, armchairs, dining chairs, rocking chair, recliner, bench, ottomans, bar stools, floor cushions], e.g., sectional sofa","sectional sofa, armchairs, ottomans","sectional sofa, armchairs, ottomans",7.930657148361206,17.260517674594823
1pXnuDYAj8r,"Describe the fireplace located in the high-ceilinged great room. Answer with the format 'material, mantel_material, location' with each choice separated by a comma. Choose one from each category: MATERIAL: [stacked stone, red brick, white marble, concrete, painted wood, slate tile, river rock, stainless steel] MANTEL_MATERIAL: [dark wood, light wood, white painted wood, stone slab, metal beam, no mantel, glass, concrete] LOCATION: [corner, center of wall, freestanding, between two windows, next to door, built into shelving, recessed, protruding] Example: MATERIAL: stacked stone, MANTEL_MATERIAL: dark wood, LOCATION: corner","MATERIAL: stacked stone, MANTEL_MATERIAL: dark wood, LOCATION: center of wall","MATERIAL: stacked stone, MANTEL_MATERIAL: dark wood, LOCATION: corner",1.5027108192443848,3.160939053188177e-07
1pXnuDYAj8r,"What components are part of the wet bar located inside the bedroom suite? List all items that apply, separated by commas. Choose from [mini-fridge, microwave oven, full-size refrigerator, sink, wine rack, coffee maker, dishwasher, overhead cabinets, under-counter cabinets], e.g., mini-fridge","mini-fridge, sink, overhead cabinets, under-counter cabinets, microwave oven",mini-fridge,0.5499582290649414,3.160939053188177e-07
1pXnuDYAj8r,"In the bedroom, what is the spatial relationship between the television and the two round mirrors? Answer with the format 'object1, relation, object2' with each choice separated by a comma. Choose one from each category: OBJECT1: [television, dresser, window, lamp, bed, armchair, door, plant] RELATION: [above, below, to the left of, to the right of, in front of, behind, diagonal from, on top of, inside] OBJECT2: [the two round mirrors, the window, the bed, the armchair, the dresser, the door, a wall, the ceiling] Example: OBJECT1: television, RELATION: above, OBJECT2: the two round mirrors","OBJECT1: television, RELATION: to the right of, OBJECT2: the two round mirrors","television, above, above, above",3.023906707763672,4.500046174086464
1pXnuDYAj8r,"What is the fastest path to get from the office/den with two armchairs to the great room with the tall stone fireplace? Answer with the sequence of rooms, in order, using the format 'start, intermediate, end'. Choose one from each category: START: [master bedroom, office/den, formal dining room, kitchen, mudroom, bathroom, family room, entryway] INTERMEDIATE: [kitchen, formal dining room, hallway with stairs, master bedroom, bathroom, closet, basement, none] END: [great room, kitchen, family room, formal dining room, office/den, master bedroom, patio, garage] Example: START: master bedroom, INTERMEDIATE: kitchen, END: great room","START: office/den, INTERMEDIATE: hallway with stairs, END: great room","START: master bedroom, office/den, formal dining room, kitchen, family room, entryway",26.073105096817017,48.48052945271863
1pXnuDYAj8r,"Count the number of framed art pieces with botanical (plant/flower) themes in the powder room and the master bedroom. Answer with the format 'powder_room: X, master_bedroom: Y' where X and Y are numbers. Choose one from each category: POWDER_ROOM: [0, 1, 2, 3, 4, 5, 6+] MASTER_BEDROOM: [0, 1, 2, 3, 4, 5, 6+] Example: POWDER_ROOM: 0, MASTER_BEDROOM: 0","POWDER_ROOM: 2, MASTER_BEDROOM: 5","powder_room: 0, master_bedroom: 0",13.30667519569397,28.500046412505043
1pXnuDYAj8r,"How many rows of shelves are on each wall in the walk in pantry? Answer with one option from [0 shelves, 1 shelf, 2-3 shelves, 4-5 shelves, 6-8 shelves, 9-11 shelves, 12-15 shelves, 16+ shelves], e.g., 0 shelves",4-5 shelves,0 shelves.,1.344571590423584,0.13031634227169733
1pXnuDYAj8r,"How many lights are on in the powder room (half-bath) near the mudroom? Answer with one option from [1, 2, 3, 4, 5+], e.g., 1",3,1.,0.47135210037231445,3.160939053188177e-07
