scene_file_name,question,answer,answer_pred,time,distance
102344115,"What is the total number of distinct objects across all rooms? Answer with one option from [0, 1, 2, 3, 4, 5, 6, 7, 8, 9+], e.g., 0",9+,8,0.4624173641204834,2.4008599362424925e-07
102344115,"What is the total number of seating options (e.g., 0",6+,0,0.739546537399292,2.4008599362424925e-07
102344115,"What is the total inventory of lighting sources across the entire space? Answer with the format 'floor: X, table: Y, ceiling: Z, other: W'. Choose from: FLOOR_LAMPS: [0, 1, 2, 3, 4, 5+] TABLE_LAMPS: [0, 1, 2, 3, 4, 5+] CEILING_LIGHTS: [0, 1, 2, 3, 4, 5+] OTHER_SOURCES: [0, 1, 2, 3, 4, 5+] Example: FLOOR_LAMPS: 0, TABLE_LAMPS: 0, CEILING_LIGHTS: 0, OTHER_SOURCES: 0","FLOOR_LAMPS: 0, TABLE_LAMPS: 0, CEILING_LIGHTS: 3, OTHER_SOURCES: 1","FLOOR_LAMPS: 1, TABLE_LAMPS: 1, CEILING_LIGHTS: 0, OTHER_SOURCES: 1",3.621483087539673,2.4008599362424925e-07
102344115,"What are the properties of the largest object in the scene? Answer with the format 'object, color, material, shape'. Choose from: OBJECT: [sofa, chair, table, lamp, TV, bookshelf, plant, cabinet, pillow, rug] COLOR: [red, blue, green, yellow, black, white, brown, gray, beige, purple, orange, pink] MATERIAL: [wood, metal, plastic, fabric, glass, leather, ceramic, stone, rubber, wicker, none] SHAPE: [rectangular, square, circular, oval, L-shaped, curved, triangular, hexagonal, irregular] Example: OBJECT: sofa, COLOR: red, MATERIAL: wood, SHAPE: rectangular","OBJECT: sofa, COLOR: gray, MATERIAL: fabric, SHAPE: L-shaped","cabinet, brown, wood, rectangular",5.019726753234863,2.750000880835925
102344115,"What is the spatial relationship between the sofa and the coffee table? Answer with the format 'OBJECT1 is RELATION OBJECT2'. Choose from: OBJECT1: [sofa, chair, table, lamp, TV, bookshelf, plant, cabinet, pillow, remote] RELATION: [in front of, behind, to the left of, to the right of, next to, above, below, across from, diagonal from, between] OBJECT2: [sofa, chair, table, lamp, TV, bookshelf, plant, cabinet, wall, window] Example: OBJECT1: sofa, RELATION: in front of, OBJECT2: sofa","OBJECT1: sofa, RELATION: in front of, OBJECT2: coffee table",sofa is in front of sofa,0.7439005374908447,2.4008599362424925e-07
102344115,"How many shelves does the primary bookshelf contain? Answer with one option from [0 shelves, 1 shelf, 2-3 shelves, 4-5 shelves, 6-8 shelves, 9+ shelves], e.g., 0 shelves",9+ shelves,0 shelves.,10.665204524993896,5.250000240085994
102344115,"What is the arrangement pattern of the seats around the coffee table? Answer with one option from [single row, double row, circular, L-shaped, U-shaped, scattered, clustered, parallel, perpendicular], e.g., single row",circular,scattered,2.641056776046753,2.0000002102836714
102344115,"What is the most direct path from the sofa to the bookshelf? Answer with the format 'START -> INTERMEDIATE -> END'. Choose from: START: [living room, kitchen, bedroom, bathroom, dining room, hallway, office] INTERMEDIATE: [living room, kitchen, bedroom, bathroom, dining room, hallway, office, none] END: [living room, kitchen, bedroom, bathroom, dining room, hallway, office] Example: START: living room, INTERMEDIATE: living room, END: living room","START: living room, INTERMEDIATE: none, END: bookshelf",forward forward forward forward,6.787587404251099,6.250000418899928
102344115,"In which room is the largest object located, and what is its position? Answer with the format 'room, position, near object'. Choose from: ROOM: [living room, kitchen, bedroom, bathroom, dining room, hallway, office, basement] POSITION: [center, left wall, right wall, corner, near window, near door, under stairs, by entrance, floating, built-in] NEARBY_OBJECT: [sofa, table, chair, lamp, bookshelf, TV, plant, cabinet, none] Example: ROOM: office, POSITION: right wall, NEARBY_OBJECT: lamp","ROOM: living room, POSITION: center, NEARBY_OBJECT: sofa","living room, right wall, near window",13.449114084243774,7.750000180481349
102344115,"Based on the items present, what types of storage functionality are available in this space? List all that apply, separated by commas. Choose from [open shelving, closed cabinets, drawers, hanging storage, floor storage, wall storage, none], e.g., open shelving","closed cabinets, open shelving","closed cabinets, floor storage, wall storage",4.276767253875732,6.2499995532284185
